Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
fisherman-beanie-edition-1,Fisherman beanie (Edition 1),,"Stay cozy and trendy with this fisherman-style beanie. Its thick, ribbed knit will keep your head warm in chill weather, while the style suits nearly any outfit. <br><br>• 100% acrylic<br>• Wide, ribbed knit<br>• Snug, comfortable fit<br>• Versatile style suitable for different outfits<br>• One size fits most<br>• Blank product sourced from China",published,https://static.wixstatic.com/media/98377e_b6193f20e98c472cbb6c914038117833~mv2.jpg;98377e_394dc0efaa3347ceb495a1a1eba10831~mv2.jpg;98377e_21e15de8fae5498cbf676d6d4c6a8091~mv2.jpg;98377e_58f7b506f5674f3790c3b50e2abc482f~mv2.jpg;98377e_ffbffd1a0ed74852b0db59b5dd01e6d4~mv2.jpg;98377e_3e1020e157dc418097c7d5b95a275424~mv2.jpg,,,,,,,,,,Quick Dose (Pty) Ltd,,,,TRUE,product_cdf4e6ca-ad59-4ad4-b227-f05f31686aca,Default,682EB723149DB_20487,,TRUE,FALSE,,,,,,,,,449.0,Option,Default,https://static.wixstatic.com/media/98377e_b6193f20e98c472cbb6c914038117833~mv2.jpg;98377e_394dc0efaa3347ceb495a1a1eba10831~mv2.jpg;98377e_21e15de8fae5498cbf676d6d4c6a8091~mv2.jpg;98377e_58f7b506f5674f3790c3b50e2abc482f~mv2.jpg;98377e_ffbffd1a0ed74852b0db59b5dd01e6d4~mv2.jpg;98377e_3e1020e157dc418097c7d5b95a275424~mv2.jpg
premium-outdoor,Premium Outdoor,,"<p>Harnessing the power of nature, our Premium Outdoor Cannabis is cultivated under natural sunlight in pristine, nutrient-rich soil. Grown with care in open fields, this cannabis captures the true essence of the earth, delivering robust flavor profiles and natural, well-rounded effects.</p><p>&nbsp;</p><p>Our outdoor-grown buds develop slowly with natural air circulation and sunlight, resulting in dense, aromatic flowers with vibrant colors and a smooth, rich smoke. Perfect for those who appreciate authentic, eco-friendly cultivation methods, our Premium Outdoor Cannabis is harvested at peak maturity to ensure quality, potency, and purity.</p><p>&nbsp;</p><p><strong>Highlights:</strong></p><ul>	<li>	<p>Naturally sun-grown in open, sustainable environments</p>	</li>	<li>	<p>Full-bodied flavors with complex terpene profiles</p>	</li>	<li>	<p>Lab-tested for safety, quality, and cannabinoid content</p>	</li>	<li>	<p>Ideal for users seeking natural, earthy cannabis experiences</p>	</li></ul><p>&nbsp;</p><p>Enjoy the authentic taste of nature with our Premium Outdoor Cannabis — crafted by the sun, perfected by nature.</p>",published,https://static.wixstatic.com/media/98377e_96688bf7a4a54601a27142f7fb4b3ea1~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,cannabis,,,TRUE,product_d9af1d33-cd38-494d-e71e-908505608120,Default,Cannabis-Outdoor-Bag,,TRUE,FALSE,,,,,,,,,80.0,Option,Default,https://static.wixstatic.com/media/98377e_96688bf7a4a54601a27142f7fb4b3ea1~mv2.png
premium-indoor,Premium Indoor,,"<p>Experience the finest quality with our premium indoor cannabis, cultivated under carefully controlled conditions to ensure maximum potency, flavor, and consistency. Grown in state-of-the-art indoor facilities, our cannabis benefits from precise climate control, expert care, and superior genetics, resulting in dense, resin-rich buds bursting with vibrant aromas and rich flavors.</p><p>&nbsp;</p><p>Whether you seek relaxation, creativity, or relief, our indoor cannabis offers a smooth, clean smoke with well-balanced effects, perfect for both recreational and medicinal users. Meticulously trimmed and tested for purity, our product guarantees a premium experience from seed to harvest.</p><p>&nbsp;</p><p><strong>Key Features:</strong></p><ul>	<li>	<p>Handcrafted in climate-controlled indoor environments</p>	</li>	<li>	<p>High THC and terpene profiles for robust effects and flavor</p>	</li>	<li>	<p>Clean, contaminant-free, lab-tested for safety and potency</p>	</li>	<li>	<p>Available in a variety of strains tailored to your preference</p>	</li></ul><p>&nbsp;</p><p>Elevate your cannabis experience with our expertly grown indoor buds — quality you can see, smell, and feel.</p>",published,https://static.wixstatic.com/media/98377e_1f2ab4ffa6e0479188310d5c232f0db3~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,cannabis,,,TRUE,product_58be83b5-be70-8842-e6c1-bf8f1bf82ebe,Default,Cannabis-Indoor-Bag,,TRUE,FALSE,,,,,,,,,100.0,Option,Default,https://static.wixstatic.com/media/98377e_1f2ab4ffa6e0479188310d5c232f0db3~mv2.png
pink-lemonade,Pink Lemonade,,"<p><strong>EW9000 allows for independent use whenever you are pleasing. Slim, sleek and portable – experience vaping freedom with the joy of ease.</strong></p><p>&nbsp;</p><p>The interchangeable pods and charging devices open up more possibilities to create over 56 unique patterns. It takes just a click to find the right vibe.&nbsp;</p><p>&nbsp;</p><p>The in-built advanced mesh coil with ultra-fine atomization unlocks the full taste potential of your e-liquid, ensuring a richer and more flavorful vaping experience.&nbsp;Power up your next adventure without a hitch.</p><p>&nbsp;</p><p>The charging device intuitively indicates the battery level in green, blue, and red, keeping you informed at all times.&nbsp;Bring you a better vaping experience with an upgraded air-sensor structure. This prevents unexpected activations or delayed shutdowns. With EW9000, it’s always a smooth and enjoyable vaping experience.</p>",published,https://static.wixstatic.com/media/98377e_67c73958f6164e5a930b56846288ffa7~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_d6bc9929-36af-a5eb-cba7-e58436937a7b,Default,Vape-Elfbar-EW9000,,TRUE,FALSE,,,,,,,,,170.0,Option,Default,https://static.wixstatic.com/media/98377e_67c73958f6164e5a930b56846288ffa7~mv2.png
blackcurrant,Blackcurrant,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_a972a890e30c4ff78f534772e72bf669~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_bee5ba69-8424-f0f2-dc65-f34848c7b1ae,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_a972a890e30c4ff78f534772e72bf669~mv2.webp
cherry-peach-lemon,Cherry Peach Lemon,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_d97f0bf11db848dd905d7ada36c91055~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_cd66ddae-1654-2de1-c2e9-c0cc824edf67,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_d97f0bf11db848dd905d7ada36c91055~mv2.webp
cherry-cola,Cherry Cola,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_dfea54454e8546cd925ac84f5d3f7f66~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_b8cdba03-23b6-dc85-0ff2-bb9303212785,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_dfea54454e8546cd925ac84f5d3f7f66~mv2.webp
caramel-tobacco,Caramel Tobacco,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_1508e0f31aa940c3851ce28ab40608d7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_25085cd4-a339-d1d8-b7db-b69cd57caed0,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_1508e0f31aa940c3851ce28ab40608d7~mv2.webp
grape-raspberry,Grape Raspberry,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_dcf351307f624cc18afed11bab069d37~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_005fe0af-e299-4b1b-3c58-d1d1ca46b515,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_dcf351307f624cc18afed11bab069d37~mv2.webp
cranberry-grape,Cranberry Grape,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_b8718a23dff443d6bc02e4747955a330~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c94f95d1-0fc4-0760-d3b9-0637e2c6ad1d,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_b8718a23dff443d6bc02e4747955a330~mv2.webp
kiwi-passion-fruit-guava,Kiwi Passion Fruit Guava,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_bd6be111ab1a4666a60ddd062e1871b7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1cdf0da3-cba0-f8e2-437b-4550fd29ebef,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_bd6be111ab1a4666a60ddd062e1871b7~mv2.webp
mango,Mango,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_7097fe7e1c954647bea4a00e88124ea7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_70034801-a0fd-33c8-a781-0713f086a555,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_7097fe7e1c954647bea4a00e88124ea7~mv2.webp
mango-blackcurrant,Mango Blackcurrant,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_296b0e7981dc463c8fd7c2e1df82e6d8~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_dbe95fc1-b10d-33ea-8134-d6af846d81f1,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_296b0e7981dc463c8fd7c2e1df82e6d8~mv2.webp
passion-fruit,Passion Fruit,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_4cc95b0858ac48b8a3c5f11ed4dfbef8~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c87161d2-b5ee-d845-3af2-82b7169da5f2,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_4cc95b0858ac48b8a3c5f11ed4dfbef8~mv2.webp
peach-ice,Peach Ice,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_10a1c758f27b43d8a29af5113dc74028~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_ec8af13d-5518-c255-38d4-f8c44fa84423,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_10a1c758f27b43d8a29af5113dc74028~mv2.webp
peach-gummy-bear,Peach Gummy Bear,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_a03819f7cf774cd09d71df6e1017431e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_28acf7c6-4136-ca56-02b1-bc2691d2a183,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_a03819f7cf774cd09d71df6e1017431e~mv2.webp
raspberry-bubblegum,Raspberry Bubblegum,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_2a7f516b44af4a19bfea6e7c3fae9652~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_42db9c97-6dc3-0601-e555-421b60c31720,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_2a7f516b44af4a19bfea6e7c3fae9652~mv2.webp
strawberry-mint-lemonade,Strawberry Mint Lemonade,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_cd567f91bff4441dab5e8fed5df03760~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_9856ffe5-1a79-947e-e7a9-6672d3b971b5,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_cd567f91bff4441dab5e8fed5df03760~mv2.webp
strawberry-watermelon,Strawberry Watermelon,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_6e6c36a96d6a4d1fbe43492d449f5cc6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_0bc78488-8a9b-a221-8db5-05df6eaea1d7,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_6e6c36a96d6a4d1fbe43492d449f5cc6~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_2c37bee6a1894443bb87b73f8b54ed80~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_245917f2-e0db-3421-e33d-339e5485b4a5,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_2c37bee6a1894443bb87b73f8b54ed80~mv2.webp
white-peach-raspberry,White Peach Raspberry,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_970ac52232ee4883987a2d0db594972a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_33827f60-16a6-94a9-fdd3-52575f664752,Default,Vape-Nasty-Pod,,TRUE,FALSE,,,,,,,,,160.0,Option,Default,https://static.wixstatic.com/media/98377e_970ac52232ee4883987a2d0db594972a~mv2.webp
orange-black,Orange & Black,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_c7ec71b466dc4d28848498b9fec00dbe~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3339b119-1f80-e568-f7a1-e88ef2350332,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_c7ec71b466dc4d28848498b9fec00dbe~mv2.webp
green-blue,Green & Blue,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_54a45bdb03ab45df834c140eb3ab5611~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f8d6822a-7e97-cf1e-62fd-e57b5a9b379f,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_54a45bdb03ab45df834c140eb3ab5611~mv2.webp
green-purple,Green & Purple,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_457da0a3ef264f3fa503b032def7b3c4~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f10a7d93-5107-cd38-86b6-5885a60158a9,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_457da0a3ef264f3fa503b032def7b3c4~mv2.webp
black,Black,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_bb872963a76b44a6a2d181994fdee3db~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_d14744c5-17c6-2f20-95a6-a162b64283fb,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_bb872963a76b44a6a2d181994fdee3db~mv2.webp
pink-red,Pink & Red,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_49c0768dacfa4e8788da190c37302ecc~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1a1adce2-d98e-9bdd-b1f6-3dd15214c807,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_49c0768dacfa4e8788da190c37302ecc~mv2.webp
red-blue,Red & Blue,,"<p>The NASTY POD PX10 is a Nicotine Salt Disposable Pod Device designed to deliver maximum flavour performance of up to 5,000 puffs.<br><br>It features a rechargeable device that works with replaceable pre-filled pod cartridges, which means long-term savings that are friendlier to your wallet!</p>",published,https://static.wixstatic.com/media/98377e_88c4d80dd59c41bb87f679d8650d8693~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6b7c9dd6-b18e-bb70-d5c9-db5075911e76,Default,Vape-Nasty-Pod-Case,,TRUE,FALSE,,,,,,,,,200.0,Option,Default,https://static.wixstatic.com/media/98377e_88c4d80dd59c41bb87f679d8650d8693~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_317b37fdf091438981fc378fdcb75596~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6a176135-bdd2-2c0a-1b3e-0d384c53b49c,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_317b37fdf091438981fc378fdcb75596~mv2.webp
arctic-mint,Arctic Mint,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_d869bbd519fd4f0cb4d1444adc722fe0~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f48d38c7-ee99-2fe5-0330-5d0da8204b6c,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_d869bbd519fd4f0cb4d1444adc722fe0~mv2.webp
berry-grape,Berry Grape,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_3db15803061a44b1b6e772e6361d84ac~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_f188322b-e2a6-29f8-5ce5-b07e2f016688,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_3db15803061a44b1b6e772e6361d84ac~mv2.webp
blackberry-ice,Blackberry Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_99b20591067c4d0eaa1bfec5e45ab696~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_2b942446-13de-a3fd-1213-1dceabac5865,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_99b20591067c4d0eaa1bfec5e45ab696~mv2.webp
citronnade-twist,Citronnade Twist,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_ad48a32d402f424cbff246812cf962aa~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_916fb191-a33b-71c8-9ffd-620c3f953e63,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_ad48a32d402f424cbff246812cf962aa~mv2.webp
cola-ice,Cola Ice,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_812edc4554af40dfa99cf815c6acfa66~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_393a7e94-b541-6fa6-280b-a283dff34d07,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_812edc4554af40dfa99cf815c6acfa66~mv2.webp
cushman-strawberry,Cushman Strawberry,,"<p>The&nbsp;<strong>NASTY BAR DR20Ki</strong>&nbsp;is a big puff rechargeable Nicotine Salt Disposable Device that delivers up to 20,000 puffs of pure flavour satisfaction.<br><br>What makes this device stand out compared to others is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.<br><br>The Dynamic Control feature allows you to switch modes based on your needs and preferences.</p>",published,https://static.wixstatic.com/media/98377e_cfec3c8e6f5d48a097085aa5e82f9182~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_d88edf30-d991-0775-a16c-f872598abd84,Default,Vape-Nasty-DR20Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_cfec3c8e6f5d48a097085aa5e82f9182~mv2.webp
